"","DOIs","publication_year","resource_type"
"27617","10.1055/s-0038-1671560",2018,"proceedings-article"
"27618","10.1111/apm.12676",2017,"journal-article"
"27619","10.1128/genomea.00888-15",2015,"journal-article"
"27620","10.1111/1750-3841.14587",2019,"journal-article"
"27621","10.1002/chem.201803124",2018,"journal-article"
"27622","10.1063/5.0053940",2021,"journal-article"
"27623","10.1021/acsapm.9b00092",2019,"journal-article"
"27624","10.1080/21505594.2017.1365216",2017,"journal-article"
"27625","10.1039/c9nr03127h",2019,"journal-article"
"27626","10.15252/emmm.201910938",2020,"journal-article"
"27627","10.1080/02665433.2021.1888568",2021,"journal-article"
"27628","10.1080/17467586.2019.1700539",2019,"journal-article"
"27629","10.5465/ambpp.2021.13175abstract",2021,"journal-article"
"27630","10.1515/bfp-2020-0116",2021,"journal-article"
"27631","10.1080/1600910x.2016.1223728",2016,"journal-article"
"27632","10.1177/0920203x20923240",2020,"journal-article"
"27633","10.1515/bd-2020-0070",2020,"journal-article"
"27634","10.1515/slaw-2015-0035",2015,"journal-article"
"27635","10.1515/hzhz-2017-1168",2017,"journal-article"
"27636","10.1515/phil-2015-0004",2015,"journal-article"
"27637","10.1080/21507740.2020.1866102",2021,"journal-article"
"27638","10.1111/1745-8315.12358",2015,"journal-article"
"27639","10.7202/1034170ar",2015,"journal-article"
"27640","10.13109/gpre.2015.70.4.471",2016,"journal-article"
"27641","10.1002/ciuz.201800872",2018,"journal-article"
"27642","10.1177/1478929916663789",2016,"journal-article"
"27643","10.1080/09638237.2018.1466053",2018,"journal-article"
"27644","10.1002/9781119070153.ch18",2018,"book-chapter"
"27645","10.1163/15700704-12341341",2018,"journal-article"
"27646","10.1093/eurpub/ckx189.052",2017,"journal-article"
"27647","10.1055/s-0036-1597725",2017,"journal-article"
"27648","10.1055/s-0036-1597738",2017,"journal-article"
"27649","10.1080/02665433.2018.1420388",2018,"journal-article"
"27650","10.1055/s-0038-1676882",2019,"proceedings-article"
"27651","10.1080/02665433.2019.1620039",2019,"journal-article"
"27652","10.1055/s-0035-1564154",2015,"journal-article"
"27653","10.1111/1469-8676.12209",2015,"journal-article"
"27654","10.1177/1077800419857766",2020,"journal-article"
"27655","10.1163/18763308-04602001",2019,"journal-article"
"27656","10.1111/jomf.12608",2019,"journal-article"
"27657","10.1055/s-0039-1694352",2019,"proceedings-article"
"27658","10.1093/isle/isz099",2019,"journal-article"
"27659","10.1024/0040-5930/a001092",2019,"journal-article"
"27660","10.1111/emed.12315",2019,"journal-article"
"27661","10.3167/sa.2020.640109",2020,"journal-article"
"27662","10.1093/gerhis/ghaa028",2020,"journal-article"
"27663","10.1080/09557571.2018.1476463",2018,"journal-article"
"27664","10.31205/ua.251.01",2021,"journal-article"
"27665","10.1515/atc-2016-0008",2016,"journal-article"
"27666","10.1002/sres.2428",2016,"journal-article"
"27667","10.1002/stab.201720506",2017,"journal-article"
"27668","10.1080/10371397.2021.1952860",2021,"journal-article"
"27669","10.1177/0734242x19899718",2020,"journal-article"
"27670","10.1063/1.4943070",2016,"journal-article"
"27671","10.1002/polb.24429",2017,"journal-article"
"27672","10.1029/2019gl086061",2020,"journal-article"
"27673","10.1039/d1cc90161c",2021,"journal-article"
"27674","10.1039/d0cc07385g",2021,"journal-article"
"27675","10.1115/1.4037724",2017,"journal-article"
"27676","10.1039/c7cp07770j",2018,"journal-article"
"27677","10.1111/jvh.13576",2021,"journal-article"
"27678","10.1021/acsphotonics.1c00402",2021,"journal-article"
"27679","10.1039/c8ra03069c",2018,"journal-article"
"27680","10.1111/bjd.13853",2015,"journal-article"
"27681","10.1039/c7cp07141h",2018,"journal-article"
"27682","10.1002/mnfr.201400707",2015,"journal-article"
"27683","10.1039/d0sc03727c",2020,"journal-article"
"27684","10.1021/acs.jcim.8b00485",2018,"journal-article"
"27685","10.34172/ijhpm.2020.51",2020,"journal-article"
"27686","10.1098/rsos.160072",2016,"journal-article"
"27687","10.1182/blood-2018-08-871293",2019,"journal-article"
"27688","10.1002/pssa.201600590",2016,"journal-article"
"27689","10.1177/2047487319879526",2019,"journal-article"
"27690","10.1002/cmdc.201500269",2015,"journal-article"
"27691","10.1039/c6dt04307k",2017,"journal-article"
"27692","10.1021/acschemneuro.6b00437",2017,"journal-article"
"27693","10.1126/sciadv.abb6987",2020,"journal-article"
"27694","10.1002/chem.201602784",2016,"journal-article"
"27695","10.1002/ansa.202000123",2020,"journal-article"
"27696","10.1002/brb3.1401",2019,"journal-article"
"27697","10.1093/aobpla/plz042",2019,"journal-article"
"27698","10.1002/cite.202055040",2020,"journal-article"
"27699","10.1093/eurpub/ckaa165.739",2020,"journal-article"
"27700","10.1080/17686733.2016.1229246",2016,"journal-article"
"27701","10.1002/cite.201855348",2018,"journal-article"
"27702","10.1063/1.5083627",2019,"journal-article"
"27703","10.1002/lemi.201951125",2019,"journal-article"
"27704","10.1098/rspb.2019.2211",2020,"journal-article"
"27705","10.1021/om501161y",2015,"journal-article"
"27706","10.1091/mbc.e17-01-0064",2017,"journal-article"
"27707","10.1021/acsami.9b22900",2020,"journal-article"
"27708","10.2478/rara-2018-0002",2019,"journal-article"
"27709","10.1163/15700607-00571p16",2017,"journal-article"
"27710","10.1080/09644008.2017.1294411",2017,"journal-article"
"27711","10.1515/iwp-2017-0027",2017,"journal-article"
"27712","10.1002/asna.201613049",2017,"journal-article"
"27713","10.1080/07036337.2017.1281260",2017,"journal-article"
"27714","10.1558/eph.31532",2016,"journal-article"
"27715","10.1055/s-0042-105091",2016,"journal-article"
"27716","10.1111/1745-8315.12407",2015,"journal-article"
"27717","10.1111/xen.12210",2015,"journal-article"
"27718","10.1080/02665433.2018.1453313",2018,"journal-article"
"27719","10.5465/ambpp.2016.15458abstract",2016,"journal-article"
"27720","10.1080/2057410x.2015.1363554",2015,"journal-article"
"27721","10.1075/pbns.278.01kon",2017,"book-chapter"
"27722","10.1075/hl.43.1-2.10rin",2016,"journal-article"
"27723","10.1515/aot-2018-0046",2018,"journal-article"
"27724","10.1055/s-0038-1669270",2018,"proceedings-article"
"27725","10.1075/dia.32.1.07pey",2015,"journal-article"
"27726","10.7202/1058128ar",2019,"journal-article"
"27727","10.1080/10406026.2019.1622864",2019,"journal-article"
"27728","10.1026/1612-5010/a000275",2019,"journal-article"
"27729","10.1075/scl.85.03jur",2018,"book-chapter"
"27730","10.1093/sp/jxaa025",2020,"journal-article"
"27731","10.31724/rihjj.44.2.9",2018,"journal-article"
"27732","10.1163/19585705-12341424",2020,"journal-article"
"27733","10.1080/18680860.2020.1932375",2020,"journal-article"
"27734","10.1024/1661-8157/a003499",2020,"journal-article"
"27735","10.1177/1461444816675444",2016,"journal-article"
"27736","10.1515/slaw-2016-0047",2016,"journal-article"
"27737","10.1515/slaw-2016-0009",2016,"journal-article"
"27738","10.1111/1467-9655.12724",2017,"journal-article"
"27739","10.5465/ambpp.2021.15027abstract",2021,"journal-article"
"27740","10.1111/roiw.12191",2015,"journal-article"
"27741","10.1080/01630563.2019.1632895",2019,"journal-article"
"27742","10.1111/jcms.12379",2016,"journal-article"
"27743","10.1145/3378679.3394538",2020,"proceedings-article"
"27744","10.1002/9783433609163",2018,"book"
"27745","10.1093/mnras/stab2101",2021,"journal-article"
"27746","10.1080/01426397.2017.1344205",2017,"journal-article"
"27747","10.1002/anie.202109312",2021,"journal-article"
"27748","10.1093/cercor/bhab154",2021,"journal-article"
"27749","10.35998/oe-2020-0066",2020,"journal-article"
"27750","10.1055/s-0037-1601920",2017,"journal-article"
"27751","10.1163/1477285x-12341285",2017,"journal-article"
"27752","10.1145/3084289.3084297",2017,"proceedings-article"
"27753","10.1111/jpet.12227",2016,"journal-article"
"27754","10.1002/3527600434.eap797",2016,"reference-entry"
"27755","10.1163/1573384x-90000011",2017,"journal-article"
"27756","10.1055/s-0036-1597726",2017,"journal-article"
"27757","10.1177/0191453716688124",2017,"journal-article"
"27758","10.1111/gove.12142",2015,"journal-article"
"27759","10.1002/epi4.12117",2018,"journal-article"
"27760","10.1093/gerhis/ghx120",2017,"journal-article"
"27761","10.1093/eurpub/ckx187.595",2017,"journal-article"
"27762","10.4018/978-1-4666-6332-9.ch010",2015,"book-chapter"
"27763","10.1055/s-0038-1639205",2018,"proceedings-article"
"27764","10.1002/9781118430873.est0056",2017,"reference-entry"
"27765","10.1002/9781118430873.est0594",2017,"reference-entry"
"27766","10.1080/2040350x.2018.1454206",2018,"journal-article"
"27767","10.4018/978-1-4666-7294-9.ch011",2015,"book-chapter"
"27768","10.1093/eurpub/cky212.122",2018,"journal-article"
"27769","10.3233/bir-190207",2019,"journal-article"
"27770","10.1163/15700704-12341349",2019,"journal-article"
"27771","10.1163/18757421-05001012",2018,"journal-article"
"27772","10.1075/hl.42.1.03tin",2015,"journal-article"
"27773","10.1080/03056244.2017.1406846",2017,"journal-article"
"27774","10.1163/15700720-12341428",2020,"journal-article"
"27775","10.25162/arsp-2020-0007",2020,"journal-article"
"27776","10.1093/eurpub/ckz187.142",2019,"journal-article"
"27777","10.1002/9781405165518.wbeoso009.pub2",2019,"reference-entry"
"27778","10.1093/gerhis/ghz078",2019,"journal-article"
"27779","10.15171/ijhpm.2019.61",2019,"journal-article"
"27780","10.13109/muum.2020.41.2.191",2020,"journal-article"
"27781","10.1515/fjsb-2020-0019",2020,"journal-article"
"27782","10.24963/ijcai.2020/14",2020,"proceedings-article"
"27783","10.31205/ua.204.03",2018,"journal-article"
"27784","10.1111/xen.12599",2020,"journal-article"
"27785","10.1177/1077800415583296",2015,"journal-article"
"27786","10.1080/02582473.2021.1909119",2021,"journal-article"
"27787","10.1515/janeh-2021-0003",2021,"journal-article"
"27788","10.1093/hisres/htab019",2021,"journal-article"
"27789","10.1177/1469540517729009",2017,"journal-article"
"27790","10.1111/ojoa.12082",2016,"journal-article"
"27791","10.1111/xen.12156",2015,"journal-article"
"27792","10.1515/zkg-2016-0003",2016,"journal-article"
"27793","10.1515/dzph-2018-0033",2018,"journal-article"
"27794","10.1515/sirius-2019-2008",2019,"journal-article"
"27795","10.1515/asia-2015-0041",2017,"journal-article"
"27796","10.1515/slaw-2015-0040",2015,"journal-article"
"27797","10.1515/hzhz-2017-1088",2017,"journal-article"
"27798","10.1515/hzhz-2016-0269",2016,"journal-article"
"27799","10.1515/srsr-2016-0078",2016,"journal-article"
"27800","10.1177/1463499618783130",2019,"journal-article"
"27801","10.36076/ppj.20.5.537",2017,"journal-article"
"27802","10.1093/toxsci/kfy026",2018,"journal-article"
"27803","10.1055/s-0040-1718168",2020,"proceedings-article"
"27804","10.1200/jco.2015.33.15_suppl.10505",2015,"journal-article"
"27805","10.1002/art.39784",2016,"journal-article"
"27806","10.1177/0003319721997314",2021,"journal-article"
"27807","10.1002/eco.2193",2020,"journal-article"
"27808","10.1002/chem.201704361",2017,"journal-article"
"27809","10.29363/nanoge.ecocat.2020.008",2020,"proceedings-article"
"27810","10.13109/muum.2020.41.3.252",2020,"journal-article"
"27811","10.1111/1468-229x.12958",2020,"journal-article"
"27812","10.1002/zamm.202002048",2020,"journal-article"
"27813","10.5465/ambpp.2015.16189symposium",2015,"journal-article"
"27814","10.1111/theo.12140",2018,"journal-article"
"27815","10.1145/3215641.3215646",2018,"proceedings-article"
"27816","10.13109/path.2016.105.8.471",2016,"journal-article"
"27817","10.1177/0891241615587381",2015,"journal-article"
"27818","10.1055/s-0037-1600140",2017,"journal-article"
"27819","10.1080/13510347.2017.1310844",2017,"journal-article"
"27820","10.1163/1573384x-20170207",2017,"journal-article"
"27821","10.1080/01411896.2017.1339551",2017,"journal-article"
"27822","10.1093/eurpub/ckx187.514",2017,"journal-article"
"27823","10.1055/s-0036-1597728",2017,"journal-article"
"27824","10.1515/spircare-2016-0005",2016,"journal-article"
"27825","10.1093/eurpub/ckx189.056",2017,"journal-article"
"27826","10.1515/iwp-2017-5005",2017,"journal-article"
"27827","10.4018/978-1-5225-6192-7.ch024",2019,"book-chapter"
"27828","10.25162/arsp-2018-0012",2018,"journal-article"
"27829","10.1024/0939-5911/a000507",2017,"journal-article"
"27830","10.1145/3123021.3123037",2017,"proceedings-article"
"27831","10.25162/gz-2018-0013",2018,"journal-article"
"27832","10.1515/sem-2017-0029",2019,"journal-article"
"27833","10.1386/host.9.1.69_1",2018,"journal-article"
"27834","10.1002/pamm.201800210",2018,"journal-article"
"27835","10.1515/aot-2018-0056",2018,"journal-article"
"27836","10.1515/nf-2017-0021",2017,"journal-article"
"27837","10.1515/atc-2015-0009",2015,"journal-article"
"27838","10.1515/hzhz-2017-1077",2017,"journal-article"
"27839","10.1515/olzg-2017-0127",2017,"journal-article"
"27840","10.1515/dzph-2018-0032",2018,"journal-article"
"27841","10.1515/sirius-2019-1004",2019,"journal-article"
"27842","10.1515/sirius-2019-1016",2019,"journal-article"
"27843","10.1515/slaw-2016-0045",2016,"journal-article"
"27844","10.1111/1468-2346.12362",2015,"journal-article"
"27845","10.2807/1560-7917.es.2019.24.48.1900078",2019,"journal-article"
"27846","10.1177/0959354319867392",2019,"journal-article"
"27847","10.35998/oe-2020-0092",2020,"journal-article"
"27848","10.1177/1440783320964554",2020,"journal-article"
"27849","10.1055/s-0039-3402946",2020,"proceedings-article"
"27850","10.1111/jopp.12068",2015,"journal-article"
"27851","10.1111/lasr.12466",2020,"journal-article"
"27852","10.1075/slcs.189.02kon",2017,"book-chapter"
"27853","10.1093/ips/olz010",2019,"journal-article"
"27854","10.5465/ambpp.2021.85",2021,"journal-article"
"27855","10.1111/1758-5899.12521",2018,"journal-article"
"27856","10.1111/apm.12474",2016,"journal-article"
"27857","10.1080/13854046.2018.1484168",2018,"journal-article"
"27858","10.1055/s-0037-1608362",2017,"proceedings-article"
"27859","10.1039/c5tb00594a",2015,"journal-article"
"27860","10.1039/c8cp00787j",2018,"journal-article"
"27861","10.1055/s-0039-1680014",2019,"proceedings-article"
"27862","10.1039/c9an02348h",2020,"journal-article"
"27863","10.1039/d0nj02642e",2020,"journal-article"
"27864","10.1021/acscatal.1c01851",2021,"journal-article"
"27865","10.1530/jme-15-0159",2016,"journal-article"
"27866","10.1142/s1464333215500246",2015,"journal-article"
"27867","10.1111/ics.12329",2016,"journal-article"
"27868","10.1063/1.5131696",2020,"journal-article"
"27869","10.1002/2016jb013565",2017,"journal-article"
"27870","10.1039/c4cp04727c",2015,"journal-article"
"27871","10.1039/c4cp05745g",2015,"journal-article"
"27872","10.1021/acschembio.6b00854",2017,"journal-article"
"27873","10.1021/acs.est.6b04882",2017,"journal-article"
"27874","10.1242/jcs.239020",2020,"journal-article"
"27875","10.1021/es5051343",2015,"journal-article"
"27876","10.1161/circheartfailure.120.007103",2020,"journal-article"
"27877","10.1111/1365-2656.13108",2019,"journal-article"
"27878","10.1093/jiplp/jpz077",2019,"journal-article"
"27879","10.1002/zamm.201800263",2019,"journal-article"
"27880","10.1163/15700720-12341377-01",2019,"journal-article"
"27881","10.30965/25890468-06402006",2020,"journal-article"
"27882","10.1055/a-1218-7572",2020,"journal-article"
"27883","10.1002/ppi.1459",2018,"journal-article"
"27884","10.1093/jis/etab034",2021,"journal-article"
"27885","10.1080/16161262.2016.1258248",2016,"journal-article"
"27886","10.1055/s-0036-1594058",2016,"journal-article"
"27887","10.1163/15685209-12341370",2015,"journal-article"
"27888","10.1093/eurpub/ckx187.562",2017,"journal-article"
"27889","10.1055/s-0043-119691",2017,"journal-article"
"27890","10.1163/24685542-12340010",2017,"journal-article"
"27891","10.1055/s-0037-1601942",2017,"journal-article"
"27892","10.1055/s-0036-1597735",2017,"journal-article"
"27893","10.1590/18094449201600470019",2016,"journal-article"
"27894","10.1055/s-0043-111972",2017,"journal-article"
"27895","10.1080/14484528.2016.1248754",2016,"journal-article"
"27896","10.1093/eurpub/cky218.259",2018,"journal-article"
"27897","10.1055/a-0603-4012",2018,"journal-article"
"27898","10.1163/18741665-12340032",2017,"journal-article"
"27899","10.1177/1475240919894075",2019,"journal-article"
"27900","10.1163/24054992-00051p03",2019,"journal-article"
"27901","10.1080/17502977.2018.1516390",2018,"journal-article"
"27902","10.5362/jshet.60.1_58",2018,"journal-article"
"27903","10.31205/ra.356.02",2018,"journal-article"
"27904","10.1177/2056305120984455",2021,"journal-article"
"27905","10.1093/isr/viaa076",2020,"journal-article"
"27906","10.1080/17432200.2021.1873018",2021,"journal-article"
"27907","10.1515/dzph-2019-0061",2019,"journal-article"
"27908","10.1039/d1fd90033a",2021,"journal-article"
"27909","10.1515/zfs-2016-0007",2016,"journal-article"
"27910","10.1111/xen.12594",2020,"journal-article"
"27911","10.1111/xen.12303",2017,"journal-article"
"27912","10.1111/xen.12180",2015,"journal-article"
